"Time","Temperature","Heat flow","Heat","Normalized heat flow","Normalized heat","Time markers"
276240,20.0000944032088,0.000637084397106086,3300.99843482832,NaN,NaN,""
276300,20.0000719460319,0.000636989849535547,3301.03665549759,NaN,NaN,""
276360,20.0000486302896,0.000636895301934413,3301.07487616682,NaN,NaN,""
276420,20.0000253145473,0.000636800754333278,3301.11309683606,NaN,NaN,""
276480,20.0000031184168,0.000636681133317997,3301.15129208316,NaN,NaN,""
276540,19.999981227211,0.000636554683595967,3301.18948040658,NaN,NaN,""
276600,19.99995934962,0.000636428233900654,3301.22766872998,NaN,NaN,""
276660,19.9999374976994,0.000636301784255714,3301.26585705336,NaN,NaN,""
276720,19.9999156457789,0.000636175334610775,3301.30404537674,NaN,NaN,""
276780,19.9999367065746,0.000636105300759248,3301.3422083781,NaN,NaN,""
276840,19.9999621582842,0.000636041039483232,3301.38036878845,NaN,NaN,""
276900,19.9999882204476,0.000635976778171816,3301.41852919878,NaN,NaN,""
276960,20.0000149771314,0.000635912516820123,3301.4566896091,NaN,NaN,""
277020,20.0000399952016,0.000635846523742204,3301.49484923165,NaN,NaN,""
277080,20.000005541149,0.000635721294133465,3301.53298190751,NaN,NaN,""
277140,19.9999710870964,0.000635596064524726,3301.57111458338,NaN,NaN,""
277200,19.9999356380631,0.000635470834922953,3301.60924725922,NaN,NaN,""
277260,19.9998994947897,0.000635345605326039,3301.64737993504,NaN,NaN,""
277320,19.9998882451673,0.000635221801212808,3301.68550733431,NaN,NaN,""
